GLAUX_TEXT_ID	TLG	STARTDATA	ENDDATE	AUTHOR_STANDARD	TITLE_STANDARD	GENRE_STANDARD	DIALECT	SOURCE	SOURCE_LICENSE	SOURCE_FORMAT	TOKENS	TM_TEXT	AUTHOR_STANDARD	TITLE_STANDARD
964	0031-012	1	100	Novum Testamentum	Epistula Pauli ad Colossenses	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1803	3070	New Testament	Letter of Paul to the Colossians
965	0031-013	1	100	Novum Testamentum	Epistula Pauli ad Thessalonicenses i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1677	3071	New Testament	First Letter of Paul to the Thessalonians
966	0031-014	1	100	Novum Testamentum	Epistula Pauli ad Thessalonicenses ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	926	3072	New Testament	Second Letter of Paul to the Thessalonians
967	0031-015	1	100	Novum Testamentum	Epistula Pauli ad Timotheum i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1897	3073	New Testament	First Letter of Paul to Timothy
968	0031-016	1	100	Novum Testamentum	Epistula Pauli ad Timotheum ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1469	3074	New Testament	Second Letter of Paul to Timothy
969	0031-017	1	100	Novum Testamentum	Epistula Pauli ad Titum	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	778	3075	New Testament	Letter of Paul to Titus
970	0031-018	1	100	Novum Testamentum	Epistula Pauli ad Philemonem	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	387	3076	New Testament	Letter of Paul to Philemon
971	0031-019	1	100	Novum Testamentum	Epistula Pauli ad Hebraeos	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	5680	3085	New Testament	Letter to the Hebrews
972	0031-020	1	100	Novum Testamentum	Epistula Jacobi	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2045	3077	New Testament	Letter of James
973	0031-021	1	100	Novum Testamentum	Epistula Petri i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1930	3078	New Testament	First Letter of Peter
974	0031-022	1	100	Novum Testamentum	Epistula Petri ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1243	3079	New Testament	Second Letter of Peter
975	0031-023	1	100	Novum Testamentum	Epistula Joannis i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2444	3080	New Testament	First Letter of John
976	0031-024	1	100	Novum Testamentum	Epistula Joannis ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	281	3081	New Testament	Second Letter of John
977	0031-025	1	100	Novum Testamentum	Epistula Joannis iii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	255	3082	New Testament	Third Letter of John
978	0031-026	1	100	Novum Testamentum	Epistula Juda	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	528	3083	New Testament	Letter of Jude
979	0031-027	1	100	Novum Testamentum	Apocalypsis Joannis	Religious Prophecy	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	11113	3084	New Testament	Revelation of John
980	0648-001	1	100	Onasander	Strategicus	Military		Perseus	CC BY-SA 4.0	XML	13156	8534	Onasander	The General
983	1247-001	1	100	Pseudo-Cebes	Cebetis tabula	Philosophy		https://www.hs-augsburg.de/~harsch/augustana.html	NA	TXT	5628	6462	Pseudo-Cebes	The Tablet of Cebes
985	1068-001	1	100	Res Gestae Divi Augusti	Res gestae	History		Loeb (public domain)	NA	TXT	3066	4432	Res Gestae of Divine Augustus	The Achievements
986	0527-026	1	100	Septuaginta	Machabaeorum iv	Religious Wisdom	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	9077	3051	Septuagint	4 Maccabees
988	1701-001	1	100	Testamentum Abrahae	Testamentum Abrahae	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	7953	11378	Testament of Abraham	Testament of Abraham
989	1701-002	1	100	Testamentum Abrahae	Testamentum Abrahae	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	3766	11378	Testament of Abraham	Testament of Abraham
990	1703-001	1	100	Teucer	De duodecim signis	Astronomy/Astrology		https://el.wikisource.org	CC-BY-SA 3.0	TXT	6331	16005	Teucer	On the Twelve Signs
996	1747-001	1	100	Vitae Adam Et Evae	Vita Adam et Evae 	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5129	3271	Life of Adam and Eve	Life of Adam and Eve
998	1765-003	1	100	Vitae Aesopi	Vita Pl vel Accursiana 	Narrative		First1K	CC BY-SA 4.0	XML	14136	15471	Lives of Aesop	Life (Planudean or Accursian Version)
999	1765-004	1	100	Vitae Aesopi	Vita 	Narrative		First1K	CC BY-SA 4.0	XML	305	15472	Lives of Aesop	Life
1000	1765-005	1	100	Vitae Aesopi	Βιβλίον μυθικὸν τοῦ Αἰσώπου, εἰκονίζον ἀπὸ τῶν ἀλόγων ζῴων πρὸς τὰς τῆς ἀνθρωπίνης φύσεως πράξεις	Narrative		First1K	CC BY-SA 4.0	XML	170	15473	Lives of Aesop	Book of Fables of Aesop, Illustrating from Irrational Animals the Actions of Human Nature
1001	1765-006	1	100	Vitae Aesopi	Vita G (e cod. 397 Bibliothecae Pierponti Morgan)	Narrative		http://www.physics.ntua.gr/~mourmouras	NA	TXT	20734	4514	Lives of Aesop	Life G (from MS 397 of the Pierpont Morgan Library)
1004	0708-001	1	200	Ammonius	De adfinium vocabulorum differentia	Language		First1K	CC BY-SA 4.0	XML	20021	6940	Ammonius	On Similar and Different Words
1008	1148-004	1	200	Antonius Diogenes	De incredibilibus	Narrative		https://dl-dev.uc.pt/handle/10316.2/47487	NA	TXT	201	613	Antonius Diogenes	On Incredible Things
1011	1157-001	1	200	Apocalypsis Esdrae	Apocalypsis Esdrae	Religious Prophecy	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	3092	3389	Apocalypse of Esdras	Apocalypse of Esdras
1013	1168-001	1	200	Apollonius	Lexicon Homericum	Language		http://www.physics.ntua.gr/~mourmouras	NA	TXT	57611	616	Apollonius	Homeric Lexicon
1015	0551-002	1	200	Appianus	Basilica	History		Perseus	CC BY-SA 4.0	XML	944		Appian	Roman History: Book on the Kings
1016	0551-003	1	200	Appianus	Italica	History		Perseus	CC BY-SA 4.0	XML	1273		Appian	Roman History: Italian Wars
1017	0551-004	1	200	Appianus	Samnitica	History		Perseus	CC BY-SA 4.0	XML	3991		Appian	Roman History: Samnite Wars
1018	0551-005	1	200	Appianus	Celtica	History		Perseus	CC BY-SA 4.0	XML	2404		Appian	Roman History: Celtic Wars
1019	0551-006	1	200	Appianus	Sicelica	History		Perseus	CC BY-SA 4.0	XML	1075		Appian	Roman History: Sicilian Wars
1020	0551-007	1	200	Appianus	Iberica	History		Perseus	CC BY-SA 4.0	XML	18392		Appian	Roman History: Spanish Wars
1021	0551-008	1	200	Appianus	Annibaica	History		Perseus	CC BY-SA 4.0	XML	11105		Appian	Roman History: Hannibalic War
1022	0551-009	1	200	Appianus	Libyca	History		Perseus	CC BY-SA 4.0	XML	28924		Appian	Roman History: Punic Wars
1023	0551-010	1	200	Appianus	Numidica	History		Perseus	CC BY-SA 4.0	XML	421		Appian	Roman History: Numidian Affairs
1024	0551-011	1	200	Appianus	Macedonica	History		Perseus	CC BY-SA 4.0	XML	4168		Appian	Roman History: Macedonian Affairs
1025	0551-012	1	200	Appianus	Illyrica	History		Perseus	CC BY-SA 4.0	XML	5528		Appian	Roman History: Illyrian Wars
1026	0551-013	1	200	Appianus	Syriaca	History		Perseus	CC BY-SA 4.0	XML	15743		Appian	Roman History: Syrian Wars
1027	0551-014	1	200	Appianus	Mithridatica	History		Perseus	CC BY-SA 4.0	XML	27557		Appian	Roman History: Mithridatic Wars
1029	0551-017	1	200	Appianus	Bellum civile	History		Perseus	CC BY-SA 4.0	XML	132704	53	Appian	Civil Wars
1030	0074-001	1	200	Flavius Arrianus	Alexandri anabasis	History		Perseus	CC BY-SA 4.0	XML	86998	65	Flavius Arrianus	Anabasis of Alexander
1031	0074-002	1	200	Flavius Arrianus	Historia Indica	History	Ionic	Perseus	CC BY-SA 4.0	XML	15657	66	Flavius Arrianus	Indica
1032	0074-003	1	200	Flavius Arrianus	Cynegeticus	History		Perseus	CC BY-SA 4.0	XML	6965	5547	Flavius Arrianus	On Hunting
1033	0074-004	1	200	Flavius Arrianus	Periplus ponti Euxini	Geography		Perseus	CC BY-SA 4.0	XML	4975	5550	Flavius Arrianus	Periplus of the Euxine Sea
1034	0074-005	1	200	Flavius Arrianus	Tactica	Military		Perseus	CC BY-SA 4.0	XML	10181	5551	Flavius Arrianus	Tactics
1035	0074-006	1	200	Flavius Arrianus	Acies contra Alanos	History		Perseus	CC BY-SA 4.0	XML	1423	11826	Flavius Arrianus	Array against the Alans
1036	0074-008	1	200	Flavius Arrianus	Epistula ad Lucium Gellium	Epistolography		https://www.hs-augsburg.de/~harsch/augustana.html	NA	TXT	224	6411	Flavius Arrianus	Letter to Lucius Gellius
1037	1216-001	1	200	Barnabae Epistula	Barnabae epistula	Epistolography		Perseus	CC BY-SA 4.0	XML	7978	2209	Letter of Barnabas	Letter of Barnabas
1039	0612-001	1	200	Dio Chrysostomus	Orationes	Oratory	Attic/Koine	https://penelope.uchicago.edu	NA	TXT	205573	719	Dio Chrysostom	Orations
1040	0612-002	1	200	Dio Chrysostomus	Encomium comae	Oratory	Attic/Koine	https://penelope.uchicago.edu	NA	TXT	459	14036	Dio Chrysostom	Praise of Hair
1041	0557-001	1	200	Epictetus	Dissertationes ab Arriano digestae	Philosophy		Perseus	CC BY-SA 4.0	XML	92433	6419	Epictetus	Discourses
1042	0557-002	1	200	Epictetus	Enchiridion	Philosophy		Perseus	CC BY-SA 4.0	XML	6057	6420	Epictetus	Manual
1043	0557-003	1	200	Epictetus	Dissertationum Epictetearum sive ab Arriano sive ab aliis digestarum fragmenta	Philosophy		Perseus	CC BY-SA 4.0	XML	4771	6567	Epictetus	Fragments from the Discourses
1044	0557-004	1	200	Epictetus	Gnomologium Epicteteum	Philosophy		https://el.wikisource.org	CC-BY-SA 3.0	TXT	331	15298	Epictetus	Collection of Sayings
1045	0557-005	1	200	Epictetus	Gnomologium Epicteteum	Philosophy		https://el.wikisource.org	CC-BY-SA 3.0	TXT	2157	15299	Epictetus	Collection of Sayings
1047	1389-001	1	200	Harpocration	Lexicon in decem oratores Atticos	Language		Perseus	CC BY-SA 4.0	XML	43594	780	Harpocration	Lexicon of the Ten Orators
1049	1413-001	1	200	Heraclitus	De incredibilibus	Paradoxography		https://el.wikisource.org	CC-BY-SA 3.0	TXT	2050	15850	Heraclitus	On Incredible Things
1053	0071-001	1	200	Periplus Maris Erythraei	Anonymi (Arriani, ut fertur) periplus maris Erythraei	Geography		https://el.wikisource.org	CC-BY-SA 3.0	TXT	7035	21	Periplus of the Erythraean Sea	Anonymous (attributed to Arrian) Periplus of the Erythraean Sea
1054	0007-001	1	200	Plutarchus	Theseus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8411	5785	Plutarch	Theseus
1055	0007-002	1	200	Plutarchus	Romulus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10541	5781	Plutarch	Romulus
1056	0007-003	1	200	Plutarchus	Comparatio Thesei et Romuli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1301	6496	Plutarch	Comparison of Theseus and Romulus
1057	0007-004	1	200	Plutarchus	Lycurgus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10792	980	Plutarch	Lycurgus
1058	0007-005	1	200	Plutarchus	Numa	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8467	5777	Plutarch	Numa
1059	0007-006	1	200	Plutarchus	Comparatio Lycurgi et Numae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1797	6497	Plutarch	Comparison of Lycurgus and Numa
1060	0007-007	1	200	Plutarchus	Solon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9775	576	Plutarch	Solon
1061	0007-008	1	200	Plutarchus	Publicola	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6593	6487	Plutarch	Publicola
1062	0007-009	1	200	Plutarchus	Comparatio Solonis et Publicolae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1066	6498	Plutarch	Comparison of Solon and Publicola
1063	0007-010	1	200	Plutarchus	Themistocles	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9017	5784	Plutarch	Themistocles
1064	0007-011	1	200	Plutarchus	Camillus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12243	5765	Plutarch	Camillus
1065	0007-012	1	200	Plutarchus	Pericles	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11266	575	Plutarch	Pericles
1066	0007-013	1	200	Plutarchus	Fabius Maximus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8686	6488	Plutarch	Fabius Maximus
1067	0007-014	1	200	Plutarchus	Comparatio Periclis et Fabii Maximi	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	789	6501	Plutarch	Comparison of Pericles and Fabius Maximus
1068	0007-015	1	200	Plutarchus	Alcibiades	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11456	5763	Plutarch	Alcibiades
1069	0007-016	1	200	Plutarchus	Marcius Coriolanus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10608	6489	Plutarch	Coriolanus
1070	0007-017	1	200	Plutarchus	Comparatio Alcibiadis et Marcii Coriolani	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1199	6503	Plutarch	Comparison of Alcibiades and Coriolanus
1071	0007-018	1	200	Plutarchus	Timoleon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10102	5787	Plutarch	Timoleon
1072	0007-019	1	200	Plutarchus	Aemilius Paullus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11039	5762	Plutarch	Aemilius Paulus
1073	0007-020	1	200	Plutarchus	Comparatio Aemilii Paulli et Timoleontis	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	539	6508	Plutarch	Comparison of Aemilius Paulus and Timoleon
1074	0007-021	1	200	Plutarchus	Pelopidas	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10643	978	Plutarch	Pelopidas
1075	0007-022	1	200	Plutarchus	Marcellus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9469	5775	Plutarch	Marcellus
1076	0007-023	1	200	Plutarchus	Comparatio Pelopidae et Marcelli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	906	6506	Plutarch	Comparison of Pelopidas and Marcellus
1077	0007-024	1	200	Plutarchus	Aristides	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9205	5764	Plutarch	Aristides
1078	0007-025	1	200	Plutarchus	Cato Maior	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9096	6016	Plutarch	Cato the Elder
1079	0007-026	1	200	Plutarchus	Comparatio Aristidis et Catonis	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1645	6499	Plutarch	Comparison of Aristides and Cato
1080	0007-027	1	200	Plutarchus	Philopoemen	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6357	5779	Plutarch	Philopoemen
1081	0007-028	1	200	Plutarchus	Titus Flamininus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6560	5771	Plutarch	Flamininus
1082	0007-029	1	200	Plutarchus	Comparatio Philopoemenis et Titi Flaminini	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	616	6513	Plutarch	Comparison of Philopoemen and Flamininus
1083	0007-030	1	200	Plutarchus	Pyrrhus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12334	305	Plutarch	Pyrrhus
1084	0007-031	1	200	Plutarchus	Marius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	14341	5774	Plutarch	Marius
1085	0007-032	1	200	Plutarchus	Lysander	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9216	5773	Plutarch	Lysander
1086	0007-033	1	200	Plutarchus	Sulla	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12910	5783	Plutarch	Sulla
1087	0007-034	1	200	Plutarchus	Comparatio Lysandri et Sullae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1404	6504	Plutarch	Comparison of Lysander and Sulla
1088	0007-035	1	200	Plutarchus	Cimon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6594	5768	Plutarch	Cimon
1089	0007-036	1	200	Plutarchus	Lucullus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	15073	443	Plutarch	Lucullus
1090	0007-037	1	200	Plutarchus	Comparatio Cimonis et Luculli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1103	6500	Plutarch	Comparison of Cimon and Lucullus
1091	0007-038	1	200	Plutarchus	Nicias	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10146	5776	Plutarch	Nicias
1092	0007-039	1	200	Plutarchus	Crassus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11527	5770	Plutarch	Crassus
1093	0007-040	1	200	Plutarchus	Comparatio Niciae et Crassi	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1377	6502	Plutarch	Comparison of Nicias and Crassus
1094	0007-041	1	200	Plutarchus	Eumenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6198	303	Plutarch	Eumenes
1095	0007-042	1	200	Plutarchus	Sertorius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	7449	5782	Plutarch	Sertorius
1096	0007-043	1	200	Plutarchus	Comparatio Eumenis et Sertorii	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	442	6510	Plutarch	Comparison of Eumenes and Sertorius
1097	0007-044	1	200	Plutarchus	Agesilaus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12210	273	Plutarch	Agesilaus
1098	0007-045	1	200	Plutarchus	Pompeius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	22779	304	Plutarch	Pompey
1099	0007-046	1	200	Plutarchus	Comparatio Agesilai et Pompeii	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1219	6505	Plutarch	Comparison of Agesilaus and Pompey
1100	0007-047	1	200	Plutarchus	Alexander	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	22724	294	Plutarch	Alexander
1101	0007-048	1	200	Plutarchus	Caesar	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	17974	298	Plutarch	Caesar
1102	0007-049	1	200	Plutarchus	Phocion	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9551	5780	Plutarch	Phocion
1103	0007-050	1	200	Plutarchus	Cato Minor	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	18934	299	Plutarch	Cato the Younger
1104	0007-051a	1	200	Plutarchus	Agis et Cleomenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	5068		Plutarch	Agis and Cleomenes
1105	0007-051b	1	200	Plutarchus	Agis et Cleomenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10079		Plutarch	Agis and Cleomenes
1106	0007-052a	1	200	Plutarchus	Tiberius et Gaius Gracchus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	5629		Plutarch	Tiberius and Gaius Gracchus
1107	0007-052b	1	200	Plutarchus	Tiberius et Gaius Gracchus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	4660		Plutarch	Tiberius and Gaius Gracchus
1108	0007-053	1	200	Plutarchus	Comparatio Agidis et Cleomenis cum Tiberio et Gaio Graccho	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1096	6512	Plutarch	Comparison of Agis and Cleomenes with Tiberius and Gaius Gracchus
1109	0007-054	1	200	Plutarchus	Demosthenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	7787	302	Plutarch	Demosthenes
1110	0007-055	1	200	Plutarchus	Cicero	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	13544	5767	Plutarch	Cicero
1111	0007-056	1	200	Plutarchus	Comparatio Demosthenis et Ciceronis	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1097	6509	Plutarch	Comparison of Demosthenes and Cicero
1112	0007-057	1	200	Plutarchus	Demetrius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	14066	301	Plutarch	Demetrius
1113	0007-058	1	200	Plutarchus	Antonius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	21061	295	Plutarch	Antony
1114	0007-059	1	200	Plutarchus	Comparatio Demetrii et Antonii	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1000	6511	Plutarch	Comparison of Demetrius and Antony
1115	0007-060	1	200	Plutarchus	Dion	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	13180	6495	Plutarch	Dion
1116	0007-061	1	200	Plutarchus	Brutus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	13617	297	Plutarch	Brutus
1117	0007-062	1	200	Plutarchus	Comparatio Dionis et Bruti	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1056	6507	Plutarch	Comparison of Dion and Brutus
1118	0007-063	1	200	Plutarchus	Aratus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	13163	296	Plutarch	Aratus
1119	0007-064	1	200	Plutarchus	Artaxerxes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8365	274	Plutarch	Artaxerxes
1120	0007-065	1	200	Plutarchus	Galba	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6951	5772	Plutarch	Galba
1121	0007-066	1	200	Plutarchus	Otho	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	4702	6514	Plutarch	Otho
1122	0007-067	1	200	Plutarchus	De liberis educandis	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	7124	6515	Plutarch	On the Education of Children
1123	0007-068	1	200	Plutarchus	Quomodo adolescens poetas audire debeat	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	11557	5760	Plutarch	How the Young Man Should Study Poetry
1124	0007-069	1	200	Plutarchus	De recta ratione audiendi	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5765	6516	Plutarch	On Listening to Lectures
1125	0007-070	1	200	Plutarchus	Quomodo adulator ab amico internoscatur	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	13547	292	Plutarch	How to Tell a Flatterer from a Friend
1126	0007-071	1	200	Plutarchus	Quomodo quis suos in virtute sentiat profectus	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5680	5751	Plutarch	How a Man May Become Aware of His Progress in Virtue
1127	0007-072	1	200	Plutarchus	De capienda ex inimicis utilitate	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	3442	6517	Plutarch	How to Profit by One's Enemies
1128	0007-073	1	200	Plutarchus	De amicorum multitudine	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	2079	6518	Plutarch	On Having Many Friends
1129	0007-074	1	200	Plutarchus	De fortuna	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1462	6519	Plutarch	On Fortune
1130	0007-075	1	200	Plutarchus	De virtute et vitio	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	762	6520	Plutarch	On Virtue and Vice
1131	0007-076	1	200	Plutarchus	Consolatio ad Apollonium	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	10782	5882	Plutarch	Consolation to Apollonius
1132	0007-077	1	200	Plutarchus	De tuenda sanitate praecepta	Medicine	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	7781	6521	Plutarch	Advice about Keeping Well
1133	0007-078	1	200	Plutarchus	Conjugalia praecepta	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	4228	6522	Plutarch	Advice to Bride and Groom
1134	0007-079	1	200	Plutarchus	Septem sapientium convivium	Philosophic Dialogue	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	10614	569	Plutarch	Dinner of the Seven Wise Men
1135	0007-080	1	200	Plutarchus	De superstitione	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	3835	5755	Plutarch	On Superstition
1136	0007-081	1	200	Plutarchus	Regum et imperatorum apophthegmata	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	18977	293	Plutarch	Sayings of Kings and Commanders
1137	0007-082	1	200	Plutarchus	Apophthegmata Laconica	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	16577	570 / 6523 / 6524	Plutarch	Sayings of Spartans
1138	0007-082a	1	200	Plutarchus	Apophthegmata Laconica 	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1843		Plutarch	Sayings of Spartans
1139	0007-082b	1	200	Plutarchus	Apophthegmata Laconica 	Philosophy	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1375		Plutarch	Sayings of Spartans
1140	0007-083	1	200	Plutarchus	Mulierum virtutes	History	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10704	5749	Plutarch	Bravery of Women
1141	0007-084a	1	200	Plutarchus	Aetia Romana et Graeca	Polyhistory	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	15310		Plutarch	Roman Questions and Greek Questions
1142	0007-084b	1	200	Plutarchus	Aetia Romana et Graeca	Polyhistory	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	6804		Plutarch	Roman Questions and Greek Questions
1143	0007-085	1	200	Plutarchus	Parallela minora	History	Attic/Koine	Perseus	CC BY-SA 4.0	TXT	5370	571	Plutarch	Greek and Roman Parallel Stories
1144	0007-086	1	200	Plutarchus	De fortuna Romanorum	Rhetoric	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5193	5743	Plutarch	On the Fortune of the Romans
1145	0007-087	1	200	Plutarchus	De Alexandri magni fortuna aut virtute	Rhetoric	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	9654	5396	Plutarch	On the Fortune or Virtue of Alexander
1146	0007-088	1	200	Plutarchus	De gloria Atheniensium	Rhetoric	Attic/Koine	Perseus	CC BY-SA 4.0	TXT	3049	5747	Plutarch	On the Glory of Athens
1147	0007-089	1	200	Plutarchus	De Iside et Osiride	Philosophy	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	17846	289	Plutarch	On Isis and Osiris
1148	0007-090	1	200	Plutarchus	De E apud Delphos	Philosophic Dialogue	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5619	6078	Plutarch	On the E at Delphi
1149	0007-091	1	200	Plutarchus	De Pythiae oraculis	Philosophic Dialogue	Attic/Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	8256	5752	Plutarch	On the Oracles at Delphi
